ensembl_gene_id	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000068784	2	45388679	45612165	S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]	SRBD1
ENSG00000068878	2	53864069	53971040	proteasome activator subunit 4 [Source:HGNC Symbol;Acc:HGNC:20635]	PSME4
ENSG00000068885	3	160256986	160400357	intraflagellar transport 80 [Source:HGNC Symbol;Acc:HGNC:29262]	IFT80
ENSG00000068912	2	53787009	53833038	endoplasmic reticulum lectin 1 [Source:HGNC Symbol;Acc:HGNC:25222]	ERLEC1
ENSG00000069248	1	229440259	229508356	nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]	NUP133
ENSG00000069275	1	205712822	205750270	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]	NUCKS1
ENSG00000069424	1	5990927	6101193	potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]	KCNAB2
ENSG00000069702	1	91680343	91906335	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	TGFBR3
ENSG00000069812	1	6412418	6424690	hes family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:16005]	HES2
ENSG00000069849	3	141876124	141926549	ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]	ATP1B3
ENSG00000070087	3	149964904	150050788	profilin 2 [Source:HGNC Symbol;Acc:HGNC:8882]	PFN2
ENSG00000070190	4	99816816	99870190	dual adaptor of phosphotyrosine and 3-phosphoinositides 1 [Source:HGNC Symbol;Acc:HGNC:16500]	DAPP1
ENSG00000070476	3	126437601	126475993	ZXD family zinc finger C [Source:HGNC Symbol;Acc:HGNC:28160]	ZXDC
ENSG00000070759	1	45343877	45491203	testis associated actin remodelling kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]	TESK2
ENSG00000070785	1	44850522	44986722	eukaryotic translation initiation factor 2B subunit gamma [Source:HGNC Symbol;Acc:HGNC:3259]	EIF2B3
ENSG00000070831	1	22052627	22101360	cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]	CDC42
ENSG00000070950	3	8775402	8963773	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	RAD18
ENSG00000071051	2	105744369	105894275	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]	NCK2
ENSG00000071054	2	101696850	101894690	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6866]	MAP4K4
ENSG00000071073	2	98619106	98732639	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:HGNC Symbol;Acc:HGNC:7047]	MGAT4A
ENSG00000071082	2	101002229	101024032	ribosomal protein L31 [Source:HGNC Symbol;Acc:HGNC:10334]	RPL31
ENSG00000071282	3	8501587	8574668	LIM and cysteine rich domains 1 [Source:HGNC Symbol;Acc:HGNC:6633]	LMCD1
ENSG00000071575	2	12716910	12742734	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]	TRIB2
ENSG00000071794	3	149030122	149086554	helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]	HLTF
ENSG00000071909	2	170178145	170655171	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]	MYO3B
ENSG00000071967	2	171522247	171558129	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	CYBRD1
ENSG00000072135	2	130356027	130375405	protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]	PTPN18
ENSG00000072163	2	127638381	127681786	LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084]	LIMS2
ENSG00000072182	2	219514170	219538772	acid sensing ion channel subunit family member 4 [Source:HGNC Symbol;Acc:HGNC:21263]	ASIC4
ENSG00000072195	2	219434843	219493629	striated muscle enriched protein kinase [Source:HGNC Symbol;Acc:HGNC:16901]	SPEG
ENSG00000072274	3	196012511	196082162	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]	TFRC
ENSG00000072756	3	3126364	3153435	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	TRNT1
ENSG00000072832	4	5748084	5893086	collapsin response mediator protein 1 [Source:HGNC Symbol;Acc:HGNC:2365]	CRMP1
ENSG00000073111	3	127598223	127622437	minichromosome maintenance complex component 2 [Source:HGNC Symbol;Acc:HGNC:6944]	MCM2
ENSG00000073282	3	189631389	189897276	tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979]	TP63
ENSG00000073711	3	135965655	136147894	protein phosphatase 2 regulatory subunit B''alpha [Source:HGNC Symbol;Acc:HGNC:9307]	PPP2R3A
ENSG00000073737	2	169064789	169096168	dehydrogenase/reductase 9 [Source:HGNC Symbol;Acc:HGNC:16888]	DHRS9
ENSG00000073756	1	186671791	186680922	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]	PTGS2
ENSG00000073792	3	185643130	185825061	insulin like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	IGF2BP2
ENSG00000073803	3	185282941	185489094	mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]	MAP3K13
ENSG00000073849	3	186930325	187078932	ST6 beta-galactoside alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10860]	ST6GAL1
ENSG00000074054	2	121337776	121649599	cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]	CLASP1
ENSG00000074211	4	6320578	6563600	protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]	PPP2R2C
ENSG00000074416	3	127689062	128052190	monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]	MGLL
ENSG00000074582	2	218658764	218663466	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone [Source:HGNC Symbol;Acc:HGNC:1020]	BCS1L
ENSG00000074800	1	8860977	8879289	enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]	ENO1
ENSG00000074964	1	17539368	17697876	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]	ARHGEF10L
ENSG00000075151	1	20806292	21177285	eukaryotic translation initiation factor 4 gamma 3 [Source:HGNC Symbol;Acc:HGNC:3298]	EIF4G3
ENSG00000075292	2	71276537	71437183	zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]	ZNF638
ENSG00000075391	1	178093768	178484147	RAS protein activator like 2 [Source:HGNC Symbol;Acc:HGNC:9874]	RASAL2
ENSG00000075420	3	172039547	172405418	fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]	FNDC3B
ENSG00000075426	2	28392448	28417317	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	FOSL2
ENSG00000075539	4	48497357	48780322	FRY like transcription coactivator [Source:HGNC Symbol;Acc:HGNC:29127]	FRYL
ENSG00000075568	2	97756333	97996226	transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]	TMEM131
ENSG00000075651	3	171600404	171810950	phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]	PLD1
ENSG00000075711	3	197042560	197299330	discs large MAGUK scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:2900]	DLG1
ENSG00000075785	3	128693669	128825942	RAB7A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9788]	RAB7A
ENSG00000075914	3	44975241	45036066	exosome component 7 [Source:HGNC Symbol;Acc:HGNC:28112]	EXOSC7
ENSG00000075945	1	169921326	170085208	kinesin associated protein 3 [Source:HGNC Symbol;Acc:HGNC:17060]	KIFAP3
ENSG00000075975	3	12557020	12586208	makorin ring finger protein 2 [Source:HGNC Symbol;Acc:HGNC:7113]	MKRN2
ENSG00000076003	2	135839626	135876479	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	MCM6
ENSG00000076201	3	47381011	47413442	protein tyrosine phosphatase non-receptor type 23 [Source:HGNC Symbol;Acc:HGNC:14406]	PTPN23
ENSG00000076242	3	36993226	37050896	mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]	MLH1
ENSG00000076258	1	171314091	171343741	flavin containing dimethylaniline monoxygenase 4 [Source:HGNC Symbol;Acc:HGNC:3772]	FMO4
ENSG00000076321	1	173714919	173786820	kelch like family member 20 [Source:HGNC Symbol;Acc:HGNC:25056]	KLHL20
ENSG00000076356	1	208022242	208244850	plexin A2 [Source:HGNC Symbol;Acc:HGNC:9100]	PLXNA2
ENSG00000076864	1	21596215	21669846	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	RAP1GAP
ENSG00000077044	2	233354484	233472104	diacylglycerol kinase delta [Source:HGNC Symbol;Acc:HGNC:2851]	DGKD
ENSG00000077097	3	25597978	25664973	DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]	TOP2B
ENSG00000077152	1	202328714	202341984	ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]	UBE2T
ENSG00000077157	1	202348666	202592706	protein phosphatase 1 regulatory subunit 12B [Source:HGNC Symbol;Acc:HGNC:7619]	PPP1R12B
ENSG00000077232	2	182715607	182794464	DnaJ heat shock protein family (Hsp40) member C10 [Source:HGNC Symbol;Acc:HGNC:24637]	DNAJC10
ENSG00000077254	1	77694725	77759884	ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059]	USP33
ENSG00000077380	2	171687409	171750158	dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964]	DYNC1I2
ENSG00000077549	1	19338775	19485600	capping actin protein of muscle Z-line subunit beta [Source:HGNC Symbol;Acc:HGNC:1491]	CAPZB
ENSG00000077585	1	236142148	236221865	G protein-coupled receptor 137B [Source:HGNC Symbol;Acc:HGNC:11862]	GPR137B
ENSG00000078018	2	209423988	209734235	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]	MAP2
ENSG00000078070	3	183015218	183116075	methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]	MCCC1
ENSG00000078081	3	183122200	183163839	lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]	LAMP3
ENSG00000078098	2	162170684	162245151	fibroblast activation protein alpha [Source:HGNC Symbol;Acc:HGNC:3590]	FAP
ENSG00000078140	4	39698109	39782792	ubiquitin conjugating enzyme E2 K [Source:HGNC Symbol;Acc:HGNC:4914]	UBE2K
ENSG00000078177	4	40056658	40158252	NEDD4 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29851]	N4BP2
ENSG00000078369	1	1785285	1892292	G protein subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:4396]	GNB1
ENSG00000078618	1	51787517	51878805	nardilysin convertase [Source:HGNC Symbol;Acc:HGNC:7995]	NRDC
ENSG00000078808	1	1216887	1238870	stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]	SDF4
ENSG00000078900	1	3652516	3736201	tumor protein p73 [Source:HGNC Symbol;Acc:HGNC:12003]	TP73
ENSG00000079150	2	178463664	178478600	FKBP prolyl isomerase 7 [Source:HGNC Symbol;Acc:HGNC:3723]	FKBP7
ENSG00000079156	2	178193711	178402893	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	OSBPL6
ENSG00000079246	2	216107464	216206303	X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]	XRCC5
ENSG00000079257	3	158645822	158672648	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	LXN
ENSG00000079277	1	46557407	46616843	MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]	MKNK1
ENSG00000079308	2	217799588	218033982	tensin 1 [Source:HGNC Symbol;Acc:HGNC:11973]	TNS1
ENSG00000079335	1	100325629	100520277	cell division cycle 14A [Source:HGNC Symbol;Acc:HGNC:1718]	CDC14A
ENSG00000079739	1	63593241	63660245	phosphoglucomutase 1 [Source:HGNC Symbol;Acc:HGNC:8905]	PGM1
ENSG00000079785	2	15591178	15634346	DEAD-box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	DDX1
ENSG00000080200	3	97822011	97944984	crystallin beta-gamma domain containing 3 [Source:HGNC Symbol;Acc:HGNC:34427]	CRYBG3
ENSG00000080345	2	151409883	151508013	replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]	RIF1
ENSG00000080819	3	98579446	98593707	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]	CPOX
ENSG00000080822	3	98497912	98523066	claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]	CLDND1
ENSG00000081019	1	113761832	113812476	round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]	RSBN1
ENSG00000081026	1	113390501	113685923	membrane associated guanylate kinase, WW and PDZ domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29647]	MAGI3
ENSG00000081041	4	74097040	74099196	C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]	CXCL2
ENSG00000081051	4	73431138	73456174	alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]	AFP
ENSG00000081052	2	227002714	227164453	collagen type IV alpha 4 chain [Source:HGNC Symbol;Acc:HGNC:2206]	COL4A4
ENSG00000081154	3	101574180	101594465	PEST proteolytic signal containing nuclear protein [Source:HGNC Symbol;Acc:HGNC:30023]	PCNP
ENSG00000081277	1	201283452	201332993	plakophilin 1 [Source:HGNC Symbol;Acc:HGNC:9023]	PKP1
ENSG00000081307	3	132654446	132679794	ubiquitin like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]	UBA5
ENSG00000081320	2	196133583	196176503	serine/threonine kinase 17b [Source:HGNC Symbol;Acc:HGNC:11396]	STK17B
ENSG00000081692	1	227730412	227735411	jumonji domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25724]	JMJD4
ENSG00000081721	1	161749758	161757238	dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]	DUSP12
ENSG00000081870	1	53916574	53946588	intraflagellar transport 25 [Source:HGNC Symbol;Acc:HGNC:25019]	IFT25
ENSG00000081985	1	67307364	67398724	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]	IL12RB2
ENSG00000082146	2	201387858	201480850	STE20 related adaptor beta [Source:HGNC Symbol;Acc:HGNC:13205]	STRADB
ENSG00000082153	2	200810594	200827338	basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]	BZW1
ENSG00000082258	2	134918235	134959342	cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]	CCNT2
ENSG00000082438	2	164653624	164843679	cordon-bleu WH2 repeat protein like 1 [Source:HGNC Symbol;Acc:HGNC:23571]	COBLL1
ENSG00000082497	1	210232596	210246631	SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]	SERTAD4
ENSG00000082512	1	211326325	211375036	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]	TRAF5
ENSG00000082684	3	122908792	123028605	semaphorin 5B [Source:HGNC Symbol;Acc:HGNC:10737]	SEMA5B
ENSG00000082701	3	119821321	120094994	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]	GSK3B
ENSG00000082781	3	124761948	124901418	integrin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:6160]	ITGB5
ENSG00000082898	2	61476032	61538753	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	XPO1
ENSG00000082996	3	149809445	149962153	ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]	RNF13
ENSG00000083444	1	11934205	11975542	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]	PLOD1
ENSG00000083857	4	186587791	186726722	FAT atypical cadherin 1 [Source:HGNC Symbol;Acc:HGNC:3595]	FAT1
ENSG00000083937	3	87227271	87255556	charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]	CHMP2B
ENSG00000084070	1	40344850	40423326	small ArfGAP2 [Source:HGNC Symbol;Acc:HGNC:25082]	SMAP2
ENSG00000084072	1	39692182	39763914	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]	PPIE
ENSG00000084073	1	40258041	40294180	zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]	ZMPSTE24
ENSG00000084090	2	96184859	96208849	StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]	STARD7
ENSG00000084092	4	56962876	56977623	nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]	NOA1
ENSG00000084623	1	32221077	32245397	eukaryotic translation initiation factor 3 subunit I [Source:HGNC Symbol;Acc:HGNC:3272]	EIF3I
ENSG00000084628	1	31179344	31239966	sodium/potassium transporting ATPase interacting 1 [Source:HGNC Symbol;Acc:HGNC:25743]	NKAIN1
ENSG00000084636	1	31652260	31704319	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]	COL16A1
ENSG00000084652	1	32178097	32198299	taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]	TXLNA
ENSG00000084674	2	21001429	21044073	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	APOB
ENSG00000084676	2	24490992	24770702	nuclear receptor coactivator 1 [Source:HGNC Symbol;Acc:HGNC:7668]	NCOA1
ENSG00000084693	2	27042364	27070622	AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]	AGBL5
ENSG00000084710	2	25042048	25159135	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	EFR3B
ENSG00000084731	2	25926589	25982761	kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]	KIF3C
ENSG00000084733	2	26033481	26138436	RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9759]	RAB10
ENSG00000084754	2	26190635	26245044	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:4801]	HADHA
ENSG00000084764	2	26970633	27027219	microtubule associated protein RP/EB family member 3 [Source:HGNC Symbol;Acc:HGNC:6892]	MAPRE3
ENSG00000084774	2	27217369	27243943	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]	CAD
ENSG00000085274	3	169773377	169789716	myoneurin [Source:HGNC Symbol;Acc:HGNC:14955]	MYNN
ENSG00000085276	3	169083499	169663775	MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]	MECOM
ENSG00000085433	1	108970211	109042169	WD repeat domain 47 [Source:HGNC Symbol;Acc:HGNC:29141]	WDR47
ENSG00000085449	2	223855716	223945357	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]	WDFY1
ENSG00000085465	1	111414319	111427735	oviductal glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:8524]	OVGP1
ENSG00000085491	1	108134043	108200849	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]	SLC25A24
ENSG00000085552	1	159927039	159949468	immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]	IGSF9
ENSG00000085760	2	55236230	55270263	mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]	MTIF2
ENSG00000085831	1	51287258	51345116	tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]	TTC39A
ENSG00000085832	1	51354263	51519387	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]	EPS15
ENSG00000085840	1	52372010	52404471	origin recognition complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:8487]	ORC1
ENSG00000085978	2	233210051	233295674	autophagy related 16 like 1 [Source:HGNC Symbol;Acc:HGNC:21498]	ATG16L1
ENSG00000085982	2	233475526	233566782	ubiquitin specific peptidase 40 [Source:HGNC Symbol;Acc:HGNC:20069]	USP40
ENSG00000085998	1	46188681	46220305	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-) [Source:HGNC Symbol;Acc:HGNC:19139]	POMGNT1
ENSG00000085999	1	46246461	46278482	RAD54 like [Source:HGNC Symbol;Acc:HGNC:9826]	RAD54L
ENSG00000086015	1	45786987	46036228	microtubule associated serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:19035]	MAST2
ENSG00000086619	1	236214681	236282019	endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]	ERO1B
ENSG00000087128	4	68447463	68497604	transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]	TMPRSS11E
ENSG00000087338	2	69829646	69881384	germ cell-less 1, spermatogenesis associated [Source:HGNC Symbol;Acc:HGNC:23843]	GMCL1
ENSG00000088035	1	63367575	63438553	ALG6 alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:23157]	ALG6
ENSG00000088179	2	119759604	119984899	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]	PTPN4
ENSG00000088205	2	117814673	117832379	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	DDX18
ENSG00000088280	1	23428561	23484637	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:14987]	ASAP3
ENSG00000088538	3	50674927	51384198	dedicator of cytokinesis 3 [Source:HGNC Symbol;Acc:HGNC:2989]	DOCK3
ENSG00000088543	3	50558025	50573568	chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]	C3orf18
ENSG00000088726	3	12733528	12769457	transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]	TMEM40
ENSG00000088727	3	47227998	47283451	kinesin family member 9 [Source:HGNC Symbol;Acc:HGNC:16666]	KIF9
ENSG00000090020	1	27098809	27166981	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]	SLC9A1
ENSG00000090097	3	51957448	51974016	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]	PCBP4
ENSG00000090273	1	26900238	26946885	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	NUDC
ENSG00000090432	1	20499445	20508151	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	MUL1
ENSG00000090512	3	186634558	186653778	fetuin B [Source:HGNC Symbol;Acc:HGNC:3658]	FETUB
ENSG00000090520	3	186567403	186585800	DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889]	DNAJB11
ENSG00000090530	3	189956728	190122437	prolyl 3-hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:19317]	P3H2
ENSG00000090621	1	39560709	39576868	poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]	PABPC4
ENSG00000090686	1	21678298	21783606	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]	USP48
ENSG00000091106	2	32224453	32265770	NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]	NLRC4
ENSG00000091317	3	32474175	32502852	CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]	CMTM6
ENSG00000091409	2	172234216	172506459	integrin subunit alpha 6 [Source:HGNC Symbol;Acc:HGNC:6142]	ITGA6
ENSG00000091428	2	172735274	173052893	Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]	RAPGEF4
ENSG00000091436	2	173075322	173268909	mitogen-activated protein kinase kinase kinase 20 [Source:HGNC Symbol;Acc:HGNC:17797]	MAP3K20
ENSG00000091483	1	241497511	241519799	fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]	FH
ENSG00000091527	3	133573686	133590261	CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]	CDV3
ENSG00000091972	3	112332235	112363181	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	CD200
